tweet_id	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
1276185622429020162	no	NA	NA	NA	NA	no	no
1260829906054844416	no	NA	NA	NA	NA	no	no
1292371034126065665	yes	no	yes	no	no	no	no
1233109558115098626	no	NA	NA	NA	NA	no	no
1254178801325608960	no	NA	NA	NA	NA	no	no
1242396242472247296	yes	no	yes	no	no	no	no
1273141258094084096	yes	no	yes	no	no	no	no
1237804966225608711	no	NA	NA	NA	NA	no	no
1247056560901275649	yes	no	yes	no	no	no	no
1267120401102049281	no	NA	NA	NA	NA	no	no
1283733731975536640	yes	no	yes	no	no	no	no
1227899752093769728	yes	no	yes	no	no	no	no
1284066125949673474	no	NA	NA	NA	NA	no	no
1236759350645075970	no	NA	NA	NA	NA	no	no
1248596103920062465	no	NA	NA	NA	NA	no	no
1268430044784984064	no	NA	NA	NA	NA	no	no
1275741043678498818	no	NA	NA	NA	NA	no	no
1251758171523293190	no	NA	NA	NA	NA	no	no
1300006335052943365	no	NA	NA	NA	NA	no	no
1297862328906665984	yes	no	yes	no	no	no	no
1284746357144788992	yes	no	yes	no	no	no	no
1236639130429374464	yes	no	yes	no	no	no	no
1250312721158959110	yes	no	yes	no	yes	no	no
1250381451629125637	no	NA	NA	NA	NA	no	no
1254646559800807424	yes	no	yes	no	no	no	no
1272033686549082114	yes	no	yes	no	no	no	no
1262987808081403905	yes	no	yes	no	no	no	no
1286214114919014400	no	NA	NA	NA	NA	no	no
1238040513120436225	no	NA	NA	NA	NA	no	no
1250687466908061700	yes	no	yes	no	no	no	no
1285572586710142976	no	NA	NA	NA	NA	no	no
1240686217244495872	yes	no	yes	no	no	no	no
1295617721619697665	yes	no	yes	no	no	no	no
1263135896162889730	yes	no	yes	no	no	no	no
1257965265406615554	yes	no	yes	no	no	no	no
1270662491970908160	no	NA	NA	NA	NA	no	no
1277566932628246529	yes	no	yes	no	no	no	no
1225692341836513281	yes	NA	yes	no	no	no	no
1284383653229850624	yes	no	yes	no	no	no	no
1282349247908610049	no	NA	NA	NA	NA	no	no
1234894857652576256	no	NA	NA	NA	NA	no	no
1242836184017108993	yes	no	yes	no	no	no	no
1294557943954890753	no	NA	NA	NA	NA	no	no
1250791750257520642	no	NA	NA	NA	NA	no	no
1294181154711633920	no	NA	NA	NA	NA	no	no
1256109257453436929	no	NA	NA	NA	NA	no	no
1239126028469092352	no	NA	NA	NA	NA	no	no
1255436828041248769	no	NA	NA	NA	NA	no	no
1264473222373916673	no	NA	NA	NA	NA	no	no
1239289262299807744	yes	no	yes	no	yes	no	no
1239895457704411142	no	NA	NA	NA	NA	no	no
1298150456166948864	no	NA	NA	NA	NA	no	no
1275442843910156288	yes	no	yes	no	no	no	no
1239397828683800576	no	NA	NA	NA	NA	no	no
1251966122020212740	no	NA	NA	NA	NA	no	no
1258281358977314827	yes	no	yes	no	no	no	no
1271019867634905089	no	NA	NA	NA	NA	no	no
1273205969435144192	no	NA	NA	NA	NA	no	no
1243498216496168960	yes	no	yes	no	no	no	no
1250325228409909248	yes	no	yes	no	no	no	no
1267705459416367104	no	NA	NA	NA	NA	no	no
1259510580437712897	no	NA	NA	NA	NA	no	no
1283650440358498304	yes	no	yes	no	no	no	no
1258082064211103744	no	NA	NA	NA	NA	no	no
1293208689843806211	yes	no	yes	no	no	no	no
1288456748609806337	yes	no	yes	no	no	no	no
1271048370547822593	no	NA	NA	NA	NA	no	no
1262085989188714496	yes	no	yes	no	yes	no	yes
1240183298799865856	no	NA	NA	NA	NA	no	no
1259050805350596614	no	NA	NA	NA	NA	no	no
1287064671959355394	no	NA	NA	NA	NA	no	no
1269265032627359744	no	NA	NA	NA	NA	no	no
1283295481913683969	no	NA	NA	NA	NA	no	no
1287582140356386817	no	NA	NA	NA	NA	no	no
1251609890537312258	no	NA	NA	NA	NA	no	no
1276400406877351936	no	NA	NA	NA	NA	no	no
1272194593640112134	no	NA	NA	NA	NA	no	no
1289824504060018688	no	NA	NA	NA	NA	no	no
1281274193133408259	no	NA	NA	NA	NA	no	no
1292707085407444992	yes	NA	yes	no	yes	no	no
1265684922250997765	yes	no	yes	no	no	no	no
1259006923157966848	no	NA	NA	NA	NA	no	no
1240580918013825025	yes	no	yes	no	yes	no	yes
1284775086407536641	no	NA	NA	NA	NA	no	no
1254377490094723073	yes	no	yes	no	yes	no	no
1274593889333194753	no	NA	NA	NA	NA	no	no
1249319911438069760	yes	no	yes	no	no	no	no
1241859935748657153	no	NA	NA	NA	NA	no	no
1240631662444232704	yes	no	yes	no	no	no	no
1266345900772917249	no	NA	NA	NA	NA	no	no
1255765213133094915	no	NA	NA	NA	NA	no	no
1239240239455129600	no	NA	NA	NA	NA	no	no
1258431632677232640	no	NA	NA	NA	NA	no	no
1297399241338433536	no	NA	NA	NA	NA	no	no
1240014293195776008	yes	no	yes	no	no	no	no
1239061352091734016	no	NA	NA	NA	NA	no	no
1249964800089698306	no	NA	NA	NA	NA	no	no
1266750966780424192	no	NA	NA	NA	NA	no	no
1300424130706190336	no	NA	NA	NA	NA	no	no
1295660848225099777	yes	no	yes	no	no	no	no
1260188303392997376	yes	no	yes	no	no	no	no
1298264377150201858	no	NA	NA	NA	NA	no	no
1276400335502917633	no	NA	NA	NA	NA	no	no
1274984566067871744	no	NA	NA	NA	NA	no	no
1258301110869282817	no	NA	NA	NA	NA	no	no
1294559868851048448	no	NA	NA	NA	NA	no	no
1285467125163921408	yes	no	yes	no	no	no	no
1247431954108231680	no	NA	NA	NA	NA	no	no
1261211339692924928	no	NA	NA	NA	NA	no	no
1283707505592471553	no	NA	NA	NA	NA	no	no
1259007236011167745	no	NA	NA	NA	NA	no	no
1254684292954947585	no	NA	NA	NA	NA	no	no
1247844936977973249	no	NA	NA	NA	NA	no	no
1275370691492220931	yes	no	yes	no	no	no	no
1263754034382503936	yes	no	yes	no	no	no	no
1261182157747298309	no	NA	NA	NA	NA	no	no
1240528439058325507	no	NA	NA	NA	NA	no	no
1239840317119123456	no	NA	NA	NA	NA	no	no
1255494495732469764	no	NA	NA	NA	NA	no	no
1243816403985141760	no	NA	NA	NA	NA	no	no
1269896178570858496	yes	no	yes	no	no	no	no
1264122232571342851	no	NA	NA	NA	NA	no	no
1236593818025242624	yes	no	yes	no	no	no	no
1277556920002293761	no	NA	NA	NA	NA	no	no
1283712802717339651	no	NA	NA	NA	NA	no	no
1249921092657037314	no	NA	NA	NA	NA	no	no
1256137558897102849	yes	no	yes	no	no	no	no
1272424924389531648	yes	no	yes	no	no	no	yes
1275068302235074562	yes	no	yes	no	no	no	no
1296460931061481474	no	NA	NA	NA	NA	no	no
1287646836644360194	no	NA	NA	NA	NA	no	no
1275596798875361284	yes	no	yes	no	no	no	no
1245617872748990471	yes	no	yes	no	no	no	no
1297797711010377728	no	NA	NA	NA	NA	no	no
1241401741364559872	yes	no	yes	no	no	no	no
1244143575048151040	yes	no	yes	no	no	no	no
1248526815985106946	no	NA	NA	NA	NA	no	no
1288008667346993152	yes	no	yes	no	no	no	no
1250346805000204289	no	NA	NA	NA	NA	no	no
1258690554784894976	no	NA	NA	NA	NA	no	no
1279285115563229186	yes	no	yes	no	no	no	no
1294158848190746624	no	NA	NA	NA	NA	no	no
1281520352250691586	no	NA	NA	NA	NA	no	no
1271048372540112901	no	NA	NA	NA	NA	no	no
1246724372074770434	yes	no	yes	no	no	no	no
1258267233379389442	no	NA	NA	NA	NA	no	no
1273568737594159105	no	NA	NA	NA	NA	no	no
1247766175271936001	yes	no	yes	no	no	no	no
1272056179280293889	no	NA	NA	NA	NA	yes	yes
1253355867333898240	no	NA	NA	NA	NA	no	yes
1296457174663782402	no	NA	NA	NA	NA	no	no
1258518887139643393	no	NA	NA	NA	NA	no	yes
1243414960811565062	yes	no	yes	no	yes	no	no
1237278085894098944	no	NA	NA	NA	NA	no	no
1270662500812554242	yes	no	yes	no	no	no	yes
1254646465122775045	no	NA	NA	NA	NA	no	no
1265508162632855553	yes	no	yes	no	no	no	yes
1276187289971032066	no	NA	NA	NA	NA	no	no
1274645647656914944	no	NA	NA	NA	NA	no	no
1273900205121900544	no	NA	NA	NA	NA	no	no
1240185880335261696	no	NA	NA	NA	NA	no	no
1280420534178766848	no	NA	NA	NA	NA	no	yes
1249579324094722048	no	NA	NA	NA	NA	no	no
1284231529045123072	no	NA	NA	NA	NA	no	no
1254791778705854465	no	NA	NA	NA	NA	no	no
1250379787169865728	no	NA	NA	NA	NA	no	no
1297868690671702018	no	NA	NA	NA	NA	no	no
1280835666323148800	no	NA	NA	NA	NA	no	no
1250417720740306947	yes	no	yes	no	no	no	no
1253209719570915328	no	NA	NA	NA	NA	no	no
1246386777776099329	no	NA	NA	NA	NA	no	no
1281545949035339776	no	NA	NA	NA	NA	no	no
1240840722863083520	yes	no	yes	no	no	no	no
1239274009956671488	no	NA	NA	NA	NA	no	no
1270228513346539521	yes	no	yes	no	no	no	no
1272788892958240768	no	NA	NA	NA	NA	no	no
1239074644721876993	yes	no	yes	no	no	no	no
1262792643572117504	no	NA	NA	NA	NA	no	no
1245984755545509889	no	NA	NA	NA	NA	no	no
1300375907169906693	no	NA	NA	NA	NA	no	no
1251076188673642497	yes	no	yes	no	no	no	no
1240207613570224129	no	NA	NA	NA	NA	yes	yes
1285105310621937670	no	NA	NA	NA	NA	no	no
1254332329516023808	no	NA	NA	NA	NA	no	no
1257289471004942338	no	NA	NA	NA	NA	no	no
1268818980808142848	yes	no	yes	no	no	no	no
1234563334986489858	yes	no	yes	no	no	no	no
1289191947244994561	yes	no	yes	no	no	no	no
1253214095085633537	no	NA	NA	NA	NA	no	no
1283478741155545089	yes	no	yes	no	no	no	no
1255112163615739906	no	NA	NA	NA	NA	no	no
1258343303466176512	no	NA	NA	NA	NA	no	no
1292801686206132227	no	NA	NA	NA	NA	no	no
1254067170776092674	no	NA	NA	NA	NA	no	no
1248552730467106816	no	NA	NA	NA	NA	no	no
1245700417733963778	no	NA	NA	NA	NA	no	no
1245292329235369984	yes	no	yes	no	no	no	no
1243495688488574979	no	NA	NA	NA	NA	no	no
1292493329771495424	yes	NA	yes	no	no	no	no
1252104930875359237	no	NA	NA	NA	NA	no	no
1273831100058677249	yes	no	yes	no	no	no	no
1275010785010315266	no	NA	NA	NA	NA	no	no
1264627231017533440	yes	no	yes	no	no	no	no
1277215853306576897	no	NA	NA	NA	NA	no	no
1258745268226359296	yes	no	yes	no	no	no	no
1250824604089794560	no	NA	NA	NA	NA	no	no
1242537124345384965	no	NA	NA	NA	NA	no	no
1268076281393971200	yes	no	yes	no	no	no	no
1280442308123676674	yes	no	yes	no	no	no	yes
1247537144882548736	no	NA	NA	NA	NA	no	no
1256258429603262465	yes	no	yes	no	no	no	no
1290613858193813504	no	NA	NA	NA	NA	no	no
1257985449160773633	no	NA	NA	NA	NA	no	no
1268407135366524929	yes	no	yes	no	no	no	no
1247591280995184641	no	NA	NA	NA	NA	no	no
1257216381596164096	no	NA	NA	NA	NA	no	no
1239954772653797378	no	NA	NA	NA	NA	no	no
1248227047815536643	yes	no	yes	no	no	no	no
1233757827430322182	no	NA	NA	NA	NA	no	no
1253911573481115649	no	NA	NA	NA	NA	no	no
1263461386165895168	yes	no	yes	no	no	no	no
1263402480932708353	no	NA	NA	NA	NA	no	no
1243260445416394752	yes	no	yes	no	no	no	no
1256836094404046851	yes	no	yes	no	no	no	no
1250498410161098752	no	NA	NA	NA	NA	no	no
1260148962880901120	yes	no	yes	no	no	no	no
1256195303151198208	no	NA	NA	NA	NA	no	no
1270994429843779586	yes	no	yes	no	no	no	no
1276055387444215808	no	NA	NA	NA	NA	no	no
1250001096409579526	no	NA	NA	NA	NA	no	no
1247340040298147840	yes	no	yes	no	no	no	no
1246614379858182145	no	NA	NA	NA	NA	no	no
1265616899246895105	no	NA	NA	NA	NA	no	no
1292436699612696577	yes	no	yes	no	no	no	yes
1248129823425298433	yes	no	yes	no	no	no	no
1263750588006838272	no	NA	NA	NA	NA	no	no
1276083998389932032	yes	NA	yes	no	yes	no	no
1247775458151682049	no	NA	NA	NA	NA	no	no
1265154068344905728	yes	no	yes	no	no	no	no
1288816177263894529	no	NA	NA	NA	NA	no	no
1249807462368251905	yes	no	yes	no	no	no	no
1270319735843012610	yes	no	yes	no	no	no	no
1280020764272533506	no	NA	NA	NA	NA	no	no
1248909633005260800	no	NA	NA	NA	NA	no	no
1291293043325317121	no	NA	NA	NA	NA	no	no
1251144639131746310	no	NA	NA	NA	NA	no	no
1254341962221707264	no	NA	NA	NA	NA	no	no
1256462248970784768	no	NA	NA	NA	NA	no	no
1272952239888502790	no	NA	NA	NA	NA	no	no
1253788687814492167	no	NA	NA	NA	NA	no	no
1261212674941161473	yes	no	yes	no	no	no	no
1234009147672317952	no	NA	NA	NA	NA	no	no
1248223909733978114	yes	no	yes	no	no	no	no
1268970741225132043	no	NA	NA	NA	NA	no	no
1239988667927728131	no	NA	NA	NA	NA	no	no
1293233955152564225	no	NA	NA	NA	NA	no	no
1239147373487632384	no	NA	NA	NA	NA	no	no
1288717980323414016	no	NA	NA	NA	NA	no	no
1236585418289790976	no	NA	NA	NA	NA	no	no
1274568111442653184	yes	no	yes	no	no	no	no
1254773821736804353	no	NA	NA	NA	NA	no	no
1244900017271422976	no	NA	NA	NA	NA	no	no
1242425943366537218	yes	no	yes	no	no	no	no
1287730793276735489	yes	no	yes	no	no	no	no
1236609799766388737	no	NA	NA	NA	NA	no	no
1296402079582433280	no	NA	NA	NA	NA	no	no
1292901469184811008	no	NA	NA	NA	NA	no	no
1285237342547124230	yes	no	yes	no	yes	no	yes
1247809971527524352	no	NA	NA	NA	NA	no	no
1250742612581023744	no	NA	NA	NA	NA	no	no
1280782854692241409	no	NA	NA	NA	NA	no	no
1241313937146236928	no	NA	NA	NA	NA	no	no
1252849723037192192	yes	no	yes	no	no	no	no
1284020015365120000	no	NA	NA	NA	NA	no	no
1248555069416456193	no	NA	NA	NA	NA	no	no
1244528163474079744	no	NA	NA	NA	NA	no	no
1293859527171940352	no	NA	NA	NA	NA	no	no
1278585725143986176	no	NA	NA	NA	NA	no	no
1274910451856560131	no	NA	NA	NA	NA	no	no
1254408950042316801	no	NA	NA	NA	NA	no	no
1253577310063779840	no	NA	NA	NA	NA	no	no
1242939388541177863	no	NA	NA	NA	NA	no	yes
1240628863895552002	no	NA	NA	NA	NA	no	no
1275048404779859974	no	NA	NA	NA	NA	no	no
1255790418563936256	no	NA	NA	NA	NA	no	no
1253011501608288256	no	NA	NA	NA	NA	no	no
1237386049837363200	no	NA	NA	NA	NA	no	no
1261571840507383813	no	NA	NA	NA	NA	no	no
1255123578355400706	no	NA	NA	NA	NA	no	no
1262750734098952193	no	NA	NA	NA	NA	no	no
1245986073702019077	no	NA	NA	NA	NA	no	no
1261216247171239936	no	NA	NA	NA	NA	no	no
1256205846113128449	no	NA	NA	NA	NA	no	no
1248919293196206080	no	NA	NA	NA	NA	no	no
1249779545307107328	yes	no	yes	no	no	no	no
1278432859380944898	no	NA	NA	NA	NA	no	no
1249403160596226048	no	NA	NA	NA	NA	no	no
1247500754811830272	yes	no	yes	no	no	no	no
1248889543241146369	no	NA	NA	NA	NA	no	no
1272477688037548032	no	NA	NA	NA	NA	no	no
1275085225308106754	no	NA	NA	NA	NA	no	no
1271319070009249793	no	NA	NA	NA	NA	no	no
1254027414730088448	no	NA	NA	NA	NA	yes	yes
1245338410874740737	no	NA	NA	NA	NA	no	no
1249355576871735296	no	NA	NA	NA	NA	no	no
1248574832242982912	yes	no	yes	no	no	no	no
1250390215056859136	no	NA	NA	NA	NA	no	no
1245270327434924032	no	NA	NA	NA	NA	no	no
1242734635718754308	no	NA	NA	NA	NA	yes	yes
1298875620303265792	no	NA	NA	NA	NA	no	no
1282416496870854657	no	NA	NA	NA	NA	no	no
1250307951736180743	yes	no	yes	no	no	no	no
1300343579714433024	no	NA	NA	NA	NA	no	no
1260501225742745601	no	NA	NA	NA	NA	no	no
1273657292664328192	no	NA	NA	NA	NA	no	no
1246429015524679682	no	NA	NA	NA	NA	no	no
1281498398542241792	no	NA	NA	NA	NA	no	no
1284751727489671168	no	NA	NA	NA	NA	no	no
1291600304912371713	yes	no	yes	no	no	no	no
1231180173774553088	no	NA	NA	NA	NA	no	no
1250062900968017922	yes	no	yes	no	no	no	no
1250737480296529922	no	NA	NA	NA	NA	no	no
1277800777243910146	yes	no	yes	no	no	no	no
1249272365252374529	no	NA	NA	NA	NA	no	no
1290181907892731904	yes	no	yes	no	no	no	no
1253634688419323905	no	NA	NA	NA	NA	no	no
1284745848002359297	yes	no	yes	no	no	no	no
1259831362263146502	no	NA	NA	NA	NA	no	no
1289197894650789890	no	NA	NA	NA	NA	no	no
1253684196238860288	no	NA	NA	NA	NA	no	no
1264485054807289856	no	NA	NA	NA	NA	no	no
1292087564195823624	yes	yes	yes	no	no	no	no
1274422044499873792	no	NA	NA	NA	NA	no	no
1242033934948499456	no	NA	NA	NA	NA	no	no
1262751753092489218	no	NA	NA	NA	NA	no	no
1247788779445706765	yes	NA	yes	no	no	no	no
1292257728610668544	no	NA	NA	NA	NA	no	no
1245579816750870535	no	NA	NA	NA	NA	no	no
1298896747486355456	yes	no	yes	no	no	no	no
1254491451528011782	no	NA	NA	NA	NA	no	no
1238369208662208512	yes	no	yes	no	no	no	no
1236635089943121920	no	NA	NA	NA	NA	no	no
1274607233783836672	yes	no	yes	no	no	no	no
1245336724689113088	yes	no	yes	no	no	no	no
1287327439199309826	no	NA	NA	NA	NA	no	no
1293448317960179718	yes	no	yes	no	no	no	no
1296110642219356160	no	NA	NA	NA	NA	no	no
1250369256094666753	no	NA	NA	NA	NA	no	no
1292443869674721281	no	NA	NA	NA	NA	no	no
1271513824823304192	no	NA	NA	NA	NA	no	no
1257960906560016384	no	NA	NA	NA	NA	no	no
1252510027371499520	yes	no	yes	no	no	no	no
1253262245523570688	no	NA	NA	NA	NA	no	no
1272123449876590600	no	NA	NA	NA	NA	no	no
1256253478177067009	no	NA	NA	NA	NA	no	no
1250083452717842432	no	NA	NA	NA	NA	no	no
1265302913192263680	no	NA	NA	NA	NA	no	no
1294141498586312704	no	NA	NA	NA	NA	no	no
1296414043989774338	yes	no	yes	no	no	no	no
1275405753319391232	yes	no	yes	no	no	no	no
1270189249179136001	yes	no	yes	no	no	no	no
1249637185827090433	yes	no	yes	no	no	no	no
1250674786742697985	no	NA	NA	NA	NA	no	no
1279067451360247810	yes	no	yes	no	no	no	no
1243508691946614786	no	NA	NA	NA	NA	no	no
1258744844731719683	no	NA	NA	NA	NA	yes	yes
1250759945496211456	no	NA	NA	NA	NA	no	no
1256611889422962690	no	NA	NA	NA	NA	no	no
1300362659813036033	no	NA	NA	NA	NA	no	no
1225148151667077120	no	NA	NA	NA	NA	no	no
1225717727131729920	yes	no	yes	no	no	no	no
1251447968596664321	no	NA	NA	NA	NA	no	no
1251076943136600064	yes	no	yes	no	no	no	no
1272842735788179462	no	NA	NA	NA	NA	no	no
1280009920453251072	no	NA	NA	NA	NA	no	no
1290176598151319552	no	NA	NA	NA	NA	no	no
1260482949478301703	no	NA	NA	NA	NA	no	no
1295080920521867266	yes	no	yes	no	no	no	no
1232150040992473088	no	NA	NA	NA	NA	no	no
1242309035262648322	no	NA	NA	NA	NA	no	no
1257289923138392065	no	NA	NA	NA	NA	no	no
1275500526113894403	no	NA	NA	NA	NA	no	no
1268438933614071808	no	NA	NA	NA	NA	no	no
1278216929887608832	no	NA	NA	NA	NA	no	no
1269895635811139584	no	NA	NA	NA	NA	no	no
1254668602457968643	no	NA	NA	NA	NA	no	no
1246493323302506498	no	NA	NA	NA	NA	no	no
1247861370856656898	no	NA	NA	NA	NA	no	no
1245970626273251328	yes	no	yes	no	no	no	no
1249932904282624000	no	NA	NA	NA	NA	no	no
1270604592934510592	no	NA	NA	NA	NA	no	no
1272093933217218560	no	NA	NA	NA	NA	no	no
1250025133466685443	no	NA	NA	NA	NA	no	no
1284759885956218881	no	NA	NA	NA	NA	no	no
1258367251511742465	no	NA	NA	NA	NA	no	no
1237124011089375232	no	NA	NA	NA	NA	no	no
1251384747701547010	yes	no	yes	no	no	no	no
1270378642162540546	no	NA	NA	NA	NA	no	no
1260453479845429248	yes	no	yes	no	no	no	no
1245223310192857089	no	NA	NA	NA	NA	no	yes
1287702470328754176	yes	no	yes	no	no	no	no
1245413570768232451	no	NA	NA	NA	NA	no	no
1268128622101123081	no	NA	NA	NA	NA	no	no
1238037191902756864	no	NA	NA	NA	NA	no	no
1254309738361184257	yes	no	yes	no	no	no	no
1284890723121332224	no	NA	NA	NA	NA	no	no
1271701342948655104	yes	no	yes	no	no	no	no
1279080930330570754	no	NA	NA	NA	NA	no	no
1260275079147147264	no	NA	NA	NA	NA	no	no
1232631203028705281	no	NA	NA	NA	NA	no	no
1280817565464514560	no	NA	NA	NA	NA	no	no
1263467833528369153	yes	no	yes	no	no	no	no
1259063591300468737	no	NA	NA	NA	NA	no	yes
1263731309773537280	no	NA	NA	NA	NA	no	no
1271712408956833792	no	NA	NA	NA	NA	no	no
1288886430987628544	yes	no	yes	no	no	no	no
1275707231745564683	yes	no	yes	no	no	no	no
1295232852905222145	yes	no	yes	no	no	no	no
1274807510139121674	yes	no	yes	no	no	no	no
1236895042788380672	yes	NA	yes	no	no	no	no
1257349080390479872	no	NA	NA	NA	NA	no	no
1249688524363894784	yes	no	yes	no	no	no	no
1240675014824919042	no	NA	NA	NA	NA	no	no
1293121801573236737	no	NA	NA	NA	NA	no	no
1292032205410230273	no	NA	NA	NA	NA	no	no
1256473570072502273	yes	no	yes	no	no	no	no
1263365262826524673	yes	no	yes	no	no	no	no
1281227762716549120	yes	NA	yes	no	no	no	no
1229344337848422400	no	NA	NA	NA	NA	yes	no
1257532987610222592	no	NA	NA	NA	NA	no	no
1225696319089434624	no	NA	NA	NA	NA	no	no
1277847796541001729	yes	NA	yes	no	no	no	no
1291752257122426883	yes	no	yes	no	no	no	no
1258310105394749440	no	NA	NA	NA	NA	no	no
1271715186026504195	no	NA	NA	NA	NA	no	no
1265940112707407873	no	NA	NA	NA	NA	no	no
1275773340800684032	yes	no	yes	no	no	no	no
1257389820088852481	no	NA	NA	NA	NA	no	no
1275341118155231233	yes	no	yes	no	no	no	no
1253221757240164352	yes	NA	yes	no	no	no	no
1265156837915099137	yes	no	yes	no	no	no	no
1277839233420574720	yes	no	yes	no	no	no	no
1255755535976222720	yes	no	yes	no	no	no	no
1254734142132170755	no	NA	NA	NA	NA	no	no
1245606141674979329	no	NA	NA	NA	NA	no	no
1247161756046090240	no	NA	NA	NA	NA	no	no
1237133130642993152	no	NA	NA	NA	NA	no	no
1271393062451851264	yes	no	yes	no	no	no	no
1260087800227119104	yes	no	yes	no	no	no	no
1269205004533071872	no	NA	NA	NA	NA	no	no
1249799657129213953	no	NA	NA	NA	NA	no	no
1255038661197996033	no	NA	NA	NA	NA	no	no
1238486548271808515	no	NA	NA	NA	NA	no	no
1270213193416220672	no	NA	NA	NA	NA	no	no
1245964012015288320	no	NA	NA	NA	NA	no	no
1258671477706162176	yes	no	yes	no	no	no	no
1294347150776819714	no	NA	NA	NA	NA	no	no
1257569050814746625	yes	no	yes	no	no	no	no
1261897267184914433	no	NA	NA	NA	NA	no	no
1264804494572957696	yes	no	yes	no	no	no	no
1291116710548901888	no	NA	NA	NA	NA	no	no
1247494101131558912	no	NA	NA	NA	NA	no	no
1256288386324860930	no	NA	NA	NA	NA	no	no
1278945860647358466	no	NA	NA	NA	NA	no	no
1256445822054653954	no	NA	NA	NA	NA	yes	no
1248553201181372418	no	NA	NA	NA	NA	no	no
1268544290524991493	yes	yes	yes	yes	no	yes	yes
1250083668514799618	yes	no	yes	no	no	no	no
1298141043385405441	no	NA	NA	NA	NA	no	no
1250498474166140928	no	NA	NA	NA	NA	no	no
1289151485268262917	yes	no	yes	no	no	no	no
1253204027501928448	no	NA	NA	NA	NA	no	no
1255754613187362816	no	NA	NA	NA	NA	no	no
1237300591967318017	no	NA	NA	NA	NA	no	no
1273858567951585285	no	NA	NA	NA	NA	no	no
1295349274834800640	no	NA	NA	NA	NA	no	no
1288800283448025088	no	NA	NA	NA	NA	no	no
1261183198010257408	yes	no	yes	no	no	no	no
1273380303046918146	no	NA	NA	NA	NA	no	no
1270248756227735552	yes	no	yes	no	no	no	no
1245321784590602245	no	NA	NA	NA	NA	no	no
1253597755064430596	no	NA	NA	NA	NA	no	no
1242033197648678913	no	NA	NA	NA	NA	no	no
1272484854412779520	yes	no	yes	no	no	no	no
1257407943315685378	no	NA	NA	NA	NA	no	no
1242757951586217984	no	NA	NA	NA	NA	no	no
1246313590174466049	no	NA	NA	NA	NA	no	no
1258683254703611904	no	NA	NA	NA	NA	no	no
1264462858957533184	no	NA	NA	NA	NA	no	no
1239455390556925953	no	NA	NA	NA	NA	no	no
1232311899607289857	no	NA	NA	NA	NA	no	no
1275658404313391104	no	NA	NA	NA	NA	no	no
1264096343028649984	no	NA	NA	NA	NA	no	no
1247800370807488513	no	NA	NA	NA	NA	no	no
1291663248140447745	no	NA	NA	NA	NA	no	no
1257175788895567877	yes	no	yes	no	no	no	no
1298637237714911232	no	NA	NA	NA	NA	no	no
1245773593868480515	yes	no	yes	no	no	no	no
1293480332453466113	no	NA	NA	NA	NA	no	no
1294514541422759936	yes	no	yes	no	no	no	no
1265935157258850309	no	NA	NA	NA	NA	no	no
1274241358656614400	yes	no	yes	no	no	no	no
1251880275614842882	no	NA	NA	NA	NA	no	no
1265169683876962310	yes	no	yes	no	no	no	no
